,attraktiv,unterstützend,einfach,übersichtlich,interessant,neuartig
Inter,0.8795493934142113,0.7768924302788847,0.7452142206016408,0.7685258964143429,0.7203608247422679,0.7387873754152823
Auto,0.5665760869565218,0.4877505567928727,0.4672131147540984,0.45925925925925953,0.26551724137931015,0.39026548672566386
Template,0.411764705882353,0.32072368421052644,0.65818759936407,0.41411042944785253,0.4239904988123513,-0.045851528384279416
