0
"User: 3, Guess: Template, Rating: 2.3333333333333335, Other Guesses Mean: 5.3055555555, Difference: 2.9722222221666663, User Standard Deviation: 1.8790593917240996, Differenz/Std 1.581760659219799"
"User: 5, Guess: Template, Rating: 6.166666667, Other Guesses Mean: 5.409722222166666, Difference: 0.7569444448333345, User Standard Deviation: 0.47951879190831515, Differenz/Std 1.5785501165052642"
